logFC	logCPM	LR	PValue	FDR
ENSG00000211639.2_2	5.9541167373772	-1.16118378667026	40.7088911300122	1.76681449313856e-10	3.43080038277646e-06
ENSG00000211650.2_2	9.66596711762696	0.888993167741041	37.9388020864746	7.29988546382291e-10	7.08745879682567e-06
ENSG00000148680.15_3	5.22007609064337	-2.79135301429248	33.0380912162782	9.0370882468277e-09	4.47129172786244e-05
ENSG00000204670.7_2	6.13314177639687	-2.60265884485013	33.0011131326897	9.21061227286526e-09	4.47129172786244e-05
ENSG00000111110.11_2	2.79358673392812	0.899883596035829	32.3736297782983	1.27200967438435e-08	4.93997677143908e-05
ENSG00000149294.16_5	2.88541567416138	-2.90263632485455	28.887240752389	7.67166048958533e-08	0.000248280505644613
ENSG00000137573.13_3	4.52034401604404	0.269822864358942	27.906474163863	1.27323034901503e-07	0.000353194098816768
ENSG00000211949.3_2	3.44868806050957	4.98772306106048	27.3770665774782	1.6740480827409e-07	0.000406333320883285
ENSG00000211959.2_3	-7.15274009491699	3.88443383895021	26.3296471607784	2.87836155574324e-07	0.000614512435497606
ENSG00000242766.1_2	4.83305718193837	1.09838179872493	26.1465296393236	3.16465359716554e-07	0.000614512435497606
ENSG00000240382.3_3	5.29453112712323	5.38303993671423	25.7194795959353	3.94821673304685e-07	0.000696967932020943
ENSG00000134215.15_2	2.97398030972212	-0.781274448068454	25.057246390799	5.56532130350176e-07	0.00087152012334728
ENSG00000211939.2	4.56905633741617	3.37686397635546	24.9661181864412	5.83466968972842e-07	0.00087152012334728
ENSG00000211647.1_2	5.7274762786271	-3.86902002874776	24.0757999156216	9.26169664568762e-07	0.00128459732475687
ENSG00000198046.11_2	3.68889837925056	-3.47438615221757	23.92842881132	9.99843229792808e-07	0.00129433038907445
ENSG00000187772.7_4	5.37141666196119	-2.32673509183839	23.6828923705964	1.13587784803504e-06	0.00137852975332153
ENSG00000182732.17_3	2.08649723570937	1.45437437837044	23.2652936469595	1.41123754990314e-06	0.00161196533788348
ENSG00000254395.1_2	-6.48444398161684	0.810363350442958	22.4527696660147	2.15374706764817e-06	0.0023234144755329
ENSG00000242580.1_2	4.69246450622591	1.6878038818811	21.911304473233	2.8554686151573e-06	0.00284548898207043
ENSG00000116824.4_2	4.01119296514829	-0.649126073119197	21.7837676515599	3.05171109601502e-06	0.00284548898207043
ENSG00000211936.2	-6.74897650763322	3.16207812819523	21.7677390195994	3.07731324665151e-06	0.00284548898207043
ENSG00000156298.12_3	2.60971737573268	-1.1537575926536	21.5112533313677	3.51758387023711e-06	0.0030763479304572
ENSG00000211662.2_2	-8.30513972518944	4.32989899191344	21.4436350609642	3.64383574006157e-06	0.0030763479304572
