logFC	logCPM	LR	PValue	FDR
ENSG00000211661.2_3	-8.67289344081606	-1.21636647050051	72.803430646577	1.43227666338439e-17	2.7811948249598e-13
ENSG00000211657.3_2	-6.60890364498202	-1.97249995162993	37.6622296320195	8.41176418610007e-10	8.16698184828455e-06
ENSG00000198848.12_3	-5.4879220241515	-3.80384619639671	35.5125274577763	2.53415508307525e-09	1.6402741134385e-05
ENSG00000253763.1_2	-5.83559968876686	-0.869843772766236	33.4962496512813	7.14015365727774e-09	3.46618759292548e-05
ENSG00000124749.16_4	-4.60055785929283	-3.99865226475306	25.2541530667887	5.02512491350693e-07	0.0016483707527035
ENSG00000198838.13_3	-2.15898910118286	-1.65627502746254	25.2281519180724	5.09332810599495e-07	0.0016483707527035
ENSG00000143842.14_3	-3.79906841777604	-1.46616182603019	24.7407232780226	6.55836998673245e-07	0.00181929183431958
ENSG00000225530.1_3	-1.55300695535271	-1.44236165854614	24.3063447904769	8.21679625597606e-07	0.00199442187123179
ENSG00000211966.2_3	-5.48183452189363	4.44334155265749	21.9208148004006	2.8413525760477e-06	0.00593739568568556
ENSG00000151376.16_4	-2.85807575052408	-0.873389047026656	21.7800210674291	3.0576762208701e-06	0.00593739568568556
ENSG00000169436.16_3	-3.54735060454044	-1.74681223762451	21.3328175180524	3.86065506263377e-06	0.00681510909147477
ENSG00000152092.15_3	-4.32550528436586	-4.42764817553314	20.8097017574891	5.07253537568735e-06	0.00820820766042474
ENSG00000211665.3_3	-6.10891105449998	0.318604481965972	20.5478494566274	5.81590924977596e-06	0.00868717890862689
ENSG00000120708.16_3	-3.60779725283516	-1.44767114470208	20.2746425972529	6.70838058504356e-06	0.00930452387145542
ENSG00000099250.17_4	-3.56448780367706	-2.31583965390589	20.1218128073409	7.26632242525945e-06	0.00940649659024587
ENSG00000253631.1_2	-6.14522540320005	-4.39481996218877	19.5829787843447	9.63235379802129e-06	0.0116900653781236
ENSG00000125851.9_2	-5.06474252496535	-3.78846330617004	18.4593824210967	1.73564215497194e-05	0.0198251172736737
ENSG00000136542.8_2	-4.18461923433968	-1.91760028484683	18.3178803221179	1.86944301643339e-05	0.020167135829502
ENSG00000220113.2_3	-3.86021084645591	-2.98354794896245	18.20371032002	1.98491772214189e-05	0.0202858591202901
ENSG00000226856.5_2	-3.54250153042652	-3.53884408265179	17.770066029558	2.49274418428405e-05	0.0241959760526036
ENSG00000166825.13_3	-3.20699441638248	-3.10168387490362	17.6178535589885	2.70041281059796e-05	0.0241959760526036
ENSG00000117595.11_4	-2.37214998608058	-0.353684431249709	17.4783315980129	2.90600979769794e-05	0.0241959760526036
ENSG00000211593.2_3	-3.55764053475538	0.900145036343156	17.4563018597227	2.93988088513702e-05	0.0241959760526036
ENSG00000116106.11_3	-3.34321659851498	-1.57350604562218	17.4238235118194	2.99054189547063e-05	0.0241959760526036
ENSG00000152078.9_3	-3.37395506099936	-2.65892816529217	16.683637082576	4.41602593184074e-05	0.0343001566177934
ENSG00000112414.14_4	-4.46550642707538	-3.09947414109282	16.564911668695	4.70128484599491e-05	0.0351113650536651
ENSG00000279720.1_4	6.86840686678547	-1.74041827663725	15.8430322249353	6.88194723037458e-05	0.0494939449331162
