logFC	logCPM	LR	PValue	FDR
ENSG00000253435.1_2	3.79064698891348	0.89420963443474	51.7331301909236	6.35807802990543e-13	1.23461159184704e-08
ENSG00000271630.1	6.13200815283916	-2.54414679926776	49.9870593854292	1.54763285940494e-12	1.50259674319626e-08
ENSG00000125851.9_2	5.13721422996239	-3.19257890417442	36.8200732203236	1.29549499436796e-09	8.38530726687901e-06
ENSG00000232216.1_2	2.70348780095146	2.35098410721598	29.4354797470441	5.78095450399049e-08	0.000280636436396218
ENSG00000126890.13_2	5.98010403380213	-2.23701713788641	28.2897612238955	1.04446982738003e-07	0.000405630302161309
ENSG00000270450.1_2	4.11084785557272	-3.49026118183964	27.1557086286135	1.8771010513694e-07	0.000607492470258183
ENSG00000270748.1_2	3.1106199574616	-1.34372436747013	26.2246870770485	3.03912395142433e-07	0.00084305298412511
ENSG00000253691.2_2	2.89661658451995	1.02967577113542	23.7106022919912	1.11964026168826e-06	0.00271764682518284
ENSG00000271226.1	2.97522188967676	-2.50256927575502	21.8504458519417	2.94748105606756e-06	0.00577546158182301
ENSG00000211656.3_2	3.04283742948556	-0.618135294824538	21.8330771552083	2.97428240901381e-06	0.00577546158182301
ENSG00000274835.1_4	3.25737091712426	-2.89477440734005	20.2346398161204	6.85012518648862e-06	0.0116209096935036
ENSG00000211657.3_2	3.12883840007845	-2.41036928193954	20.144264115191	7.18152828932141e-06	0.0116209096935036
ENSG00000242534.2_4	2.25061570447429	3.91766887612019	17.8597841885325	2.37793478902083e-05	0.0353644922387099
ENSG00000211684.2_2	3.04821832850947	-2.0461441756736	17.6441429233523	2.66334195680177e-05	0.0353644922387099
ENSG00000200434.1	-4.24469998790962	4.7651936694661	17.5090358526505	2.85945465855909e-05	0.0353644922387099
ENSG00000254157.1_2	1.88743046964699	0.683414458117334	17.4731406483665	2.91395548367163e-05	0.0353644922387099
ENSG00000254240.1_2	2.60826780451759	-1.83311386260607	17.2676082541706	3.24674670340661e-05	0.0370854867569115
ENSG00000173809.18_4	-1.85712333877306	-0.132325535992211	17.1550509023675	3.44492155590983e-05	0.0371630482070317
ENSG00000215559.8_3	2.4001961450343	-2.84902213731781	17.0034740292721	3.73114875758453e-05	0.0381323403025139
