logFC	logCPM	LR	PValue	FDR
ENSG00000253191.1_2	4.86008801469998	-1.71816954975638	50.5556515831174	1.15833147522969e-12	2.24924805860102e-08
ENSG00000253870.1_2	3.18055890655574	-1.62198920720846	38.1157161893449	6.66709499721347e-10	6.47308253279455e-06
ENSG00000259823.5_1	4.77757003616362	-2.40991250156509	35.3565637567566	2.74541780037602e-09	1.77701742825672e-05
ENSG00000211654.2_2	4.44938519261611	1.8684895494263	29.5732951712222	5.38416488861344e-08	0.00026137428451774
ENSG00000253481.2_2	2.37450261658991	-1.83234176981929	27.0462095231247	1.98649373618442e-07	0.000686955031773224
ENSG00000188659.9_3	1.81377179775069	-2.09276330503918	26.9180848753958	2.12263373706836e-07	0.000686955031773224
ENSG00000188153.13_4	3.0526027073298	-2.97908173665055	26.2025397459429	3.07417948561202e-07	0.000852777389308775
ENSG00000269900.3_2	-2.90666332940461	0.147052946844924	23.1688714936739	1.4837986004211e-06	0.0036015501528721
ENSG00000200434.1	-2.68597753014474	3.36137131112655	20.9380039002455	4.74389173589528e-06	0.0102352099697349
ENSG00000242076.1	1.98654336210356	4.53137928698764	19.4826434455086	1.01517946877417e-05	0.0180687584413536
ENSG00000239975.2_3	1.9824354155785	3.88171906708902	19.4669259858437	1.02356752937939e-05	0.0180687584413536
ENSG00000232216.1_2	1.85895676146127	1.82174960961014	18.5902873894909	1.62044047826403e-05	0.0251419245133109
ENSG00000220113.2_3	2.49172944544764	-3.15616054079206	18.5178485346413	1.68320639959338e-05	0.0251419245133109
ENSG00000283906.1_3	2.20290232196999	0.215309577592406	17.6335576304254	2.67820647057433e-05	0.0371467237468659
ENSG00000215177.3_2	3.47111255897761	-1.32675715339043	17.3304593464583	3.14111491647293e-05	0.0406627796320476
ENSG00000156103.15_3	-2.86506818574152	-3.82459450033581	17.1256430738275	3.49867280612199e-05	0.042460767843298
