logFC	logCPM	LR	PValue	FDR
ENSG00000211664.3_3	3.79000100651206	4.28243829217832	33.0183396491701	9.12936346739513e-09	0.000177273979809879
ENSG00000211951.2_2	-3.41191902049957	4.53208657533274	21.310660736468	3.90553487677762e-06	0.0326008437520753
ENSG00000156052.10_2	-2.67357917704269	-2.4623332371008	20.5472757121679	5.81765266924996e-06	0.0326008437520753
ENSG00000163053.10_3	2.00974236245782	-0.843186328514693	20.2725868717568	6.71559249193022e-06	0.0326008437520753
ENSG00000129596.4_2	-3.32314535172357	-2.79765732243114	19.0200917649294	1.29349276679286e-05	0.0424654248099335
ENSG00000200434.1	-3.02777719783302	4.77159409425134	18.8863744818594	1.38740102250262e-05	0.0424654248099335
ENSG00000206190.11_3	-1.27799865835955	-1.28389284621472	18.1771737087682	2.01276823337977e-05	0.0424654248099335
ENSG00000144452.14_3	-1.03319672221371	0.548722486271719	18.0871441441747	2.11021405455629e-05	0.0424654248099335
ENSG00000259303.5_2	-3.3237794052639	-0.2132978405559	18.0753822287987	2.12329014811742e-05	0.0424654248099335
ENSG00000206077.10_2	-2.10275540062191	-1.17009271881371	17.763252313788	2.50168774396e-05	0.0424654248099335
ENSG00000251705.1	-2.84456757298451	5.62902602522842	17.6771177095213	2.61756601054076e-05	0.0424654248099335
ENSG00000211650.2_2	2.80568997974426	2.62983337750913	17.5760541460649	2.76042512849725e-05	0.0424654248099335
ENSG00000230006.7_3	-1.56834991831517	1.95715162727989	17.5200194821882	2.84298343047242e-05	0.0424654248099335
ENSG00000116299.16_2	-1.55486037157135	-1.43366346360378	17.3224456443456	3.15438878178249e-05	0.0437513724033231
