logFC	logCPM	LR	PValue	FDR
ENSG00000144820.7_3	5.71151989205811	-0.859698421403561	57.6091584908122	3.19733381575812e-14	6.20858280343912e-10
ENSG00000270401.1_4	4.87948349188589	-2.70313118483198	42.0332487353287	8.97346051236743e-11	8.71233281145754e-07
ENSG00000185686.17_5	3.13259009396557	-1.12585529326179	36.853461077265	1.27349812724296e-09	7.69105823075109e-06
ENSG00000109158.10_2	4.21440745626316	-1.99518654682779	36.4277486892465	1.58431521902381e-09	7.69105823075109e-06
ENSG00000147394.18_3	1.77633433995677	0.129007944007592	32.6610154137348	1.09715854260382e-08	4.26092491605619e-05
ENSG00000187715.13_2	4.2954969911156	-2.68381058826881	31.9618496478148	1.5723031886412e-08	5.0884972195058e-05
ENSG00000211667.3_3	3.53384254129029	0.782564335426874	25.9669874131569	3.47305824286417e-07	0.00091429399895047
ENSG00000237127.1_4	4.55223891722814	-2.51003629999008	25.8102694500317	3.76678957235748e-07	0.00091429399895047
ENSG00000197872.11_3	1.63285578987427	-0.468602274273928	25.0708478358366	5.52620284365866e-07	0.00119230896464627
ENSG00000240671.4_3	3.09597479038229	4.00587885515097	20.5468325294352	5.81899971393727e-06	0.0112281374441918
ENSG00000277282.1_2	2.86472114560466	0.168082595204312	20.3765129345502	6.36056812679525e-06	0.0112281374441918
ENSG00000254326.1_2	3.47141943518405	-1.00879136835619	20.1252006058988	7.25346328565942e-06	0.0117373125067445
ENSG00000198846.5_3	1.90394934101761	1.78578167661873	19.2071565477903	1.1727291849496e-05	0.0175169656256549
ENSG00000138162.18_4	1.81325820768061	-3.54831893659625	18.0164752926244	2.1900139559897e-05	0.0303754935695771
