logFC	logCPM	LR	PValue	FDR
ENSG00000211951.2_2	-4.62260178555987	4.72770026835411	49.5652512931711	1.91882382465264e-12	3.7259721027105e-08
ENSG00000200434.1	-4.14334078695907	4.88508116907129	37.8505961494445	7.63750410669727e-10	7.41525273719238e-06
ENSG00000263934.4_2	-2.93454925413628	1.40849748793698	34.6997264165158	3.8468564341457e-09	2.48994194127471e-05
ENSG00000253365.1_2	-3.86722239563157	-1.5466999973742	34.0492522985028	5.37345527436309e-09	2.60854386293956e-05
ENSG00000251705.1	-3.62750618791319	5.72206861945014	33.4056890290686	7.48048255658595e-09	2.90512020567572e-05
ENSG00000211640.4_2	-2.7908337890888	3.61698675011381	29.1139338120481	6.82443952209629e-08	0.000220861611066776
ENSG00000211900.2_2	-1.81296248212343	3.16869281747083	26.3549214240401	2.84094096651012e-07	0.000788077024109906
ENSG00000230481.2_2	-2.49234030275177	0.564056459331916	25.9187035054485	3.56102078366747e-07	0.000864348769715688
ENSG00000264940.4_2	-2.32995696623522	0.782716385199335	24.9630043569849	5.84410068148602e-07	0.00126089718925662
ENSG00000253578.1_2	-3.14739162637278	-1.38419689490461	24.6535289946633	6.86189844566681e-07	0.00133244344017958
ENSG00000206588.1	-3.05960696095771	1.49669604354101	24.1007795631858	9.14232785201431e-07	0.00161387020209467
ENSG00000211933.2_2	-2.81668847655173	5.09835304780275	23.4494002399406	1.28242697886619e-06	0.00207518058963531
ENSG00000259001.3_4	-2.14206873270317	0.30802133412298	22.7307269916791	1.86363893712692e-06	0.00278370314470235
ENSG00000211930.1_3	-2.29982712584591	-1.12579604353914	21.2479170384517	4.03548669258247e-06	0.0054986710858674
ENSG00000231292.6_2	-1.95275756331081	-1.15616477544524	21.1497310005326	4.2476087283969e-06	0.0054986710858674
ENSG00000253152.1_2	-3.69306977017083	-2.27950503136098	20.534658767153	5.85612427061857e-06	0.00710713881792947
ENSG00000137801.10_3	-2.17071703243983	-2.55197135274737	20.1747939348198	7.06781462021058e-06	0.00777097697285582
ENSG00000259303.5_2	-3.30417790996888	-0.0281884558560503	20.1384208216718	7.20350115930605e-06	0.00777097697285582
ENSG00000200370.1	-3.14778406386541	-0.201344497769776	19.7586029220366	8.7865294322246e-06	0.00897983307973354
ENSG00000240671.4_3	-2.46839795217169	4.23412841867087	19.1502568487863	1.20821243769507e-05	0.0117305345575814
ENSG00000259990.2_4	-3.76099339583234	0.0723680833299701	18.9712991068277	1.32699595096257e-05	0.0122702892265672
ENSG00000201185.1	-3.53037419075046	-2.55500624144261	18.8517930225159	1.41278236148127e-05	0.0124697308614743
ENSG00000239571.1_3	-2.26332066417174	2.44030828058369	18.2281813729358	1.95957825325874e-05	0.0161799059775759
ENSG00000253329.1_2	-3.87959852045114	-2.53712751428143	18.1895007204211	1.999782384704e-05	0.0161799059775759
ENSG00000211633.3_2	-2.34931550379823	-2.58675006591267	18.0709537916961	2.12823444948582e-05	0.0165304226160463
ENSG00000242887.1_2	-1.72016549596171	2.89363248894577	17.8415471018907	2.40083382570421e-05	0.0179305350875094
ENSG00000262202.4_4	-1.80196591410764	-0.113296634309088	17.6743276594366	2.62140837982937e-05	0.0188527807109359
ENSG00000271620.1_2	-1.89572731058842	-1.0708077661043	17.4161036436576	3.00271214836836e-05	0.0195031380167592
ENSG00000197061.4_2	-2.45978659506068	-1.85844874858379	17.4062108962006	3.01838070184451e-05	0.0195031380167592
ENSG00000261289.2_4	-2.02579875791769	-1.738352523289	17.3941734724104	3.0375569484639e-05	0.0195031380167592
ENSG00000187715.13_2	-2.97825838532608	-2.92699794746013	17.3367334072036	3.13076177814449e-05	0.0195031380167592
ENSG00000124529.3	-3.18047524490519	-2.46503067933047	17.2395168677636	3.29510648836723e-05	0.0195031380167592
ENSG00000200087.1	-1.29903978336705	0.769364801914127	17.1979734130808	3.36795450284764e-05	0.0195031380167592
ENSG00000211644.3_3	-1.96201738249341	5.05331339211689	17.1716733332761	3.4149072642384e-05	0.0195031380167592
ENSG00000251661.3_5	1.00455583286918	-0.78693249302484	16.7615574060781	4.23833136829417e-05	0.0235142624312961
ENSG00000184357.4_2	-2.53384049623848	-0.576777568343986	16.5154983348574	4.82540331203277e-05	0.0260276893091812
ENSG00000243238.1_2	-2.15746772536578	4.27330502494821	16.2001944202764	5.69882671689663e-05	0.0298829494342591
ENSG00000177494.5_2	-1.21549568566078	1.30824425596022	16.1512697529907	5.84793531003113e-05	0.0298829494342591
ENSG00000211673.2_2	-1.92123379907306	6.09707018759905	15.7970323089306	7.05130220608146e-05	0.034116820326436
ENSG00000276410.3_3	-3.12229815494069	-2.79740669837134	15.7762682819871	7.12911505582076e-05	0.034116820326436
ENSG00000211594.2_3	-1.43709059376266	4.12077953629617	15.7566120787592	7.20357211547985e-05	0.034116820326436
ENSG00000206702.1	-2.19157570916239	-2.88703149716392	15.4862334157534	8.31083413527491e-05	0.0383807897705435
ENSG00000178222.12_4	2.52571306789122	-1.43545049915815	15.4438745685171	8.49919641638361e-05	0.0383807897705435
ENSG00000241244.1_2	-1.99714617304247	2.51733557896002	15.2954604374577	9.19371850737905e-05	0.0405735513582469
ENSG00000277075.2_2	-1.44938209396478	-0.871870237373876	14.8769416252819	0.000114757188672819	0.0491383955929507
ENSG00000251546.1_2	-1.79814147871761	5.08550398603641	14.8500381369889	0.000116405716205363	0.0491383955929507
ENSG00000211625.2_2	-1.58963333218556	3.40715803720158	14.7927826101465	0.00011999387272456	0.0495753408630958
