SampleID	Insertions	POP
HG00278	10	FIN
HG00280	9	FIN
HG00281	9	FIN
HG00282	10	FIN
HG00284	11	FIN
HG00285	11	FIN
HG00288	9	FIN
HG00290	10	FIN
HG00302	0	FIN
HG00303	0	FIN
HG00304	7	FIN
HG00306	9	FIN
HG00308	12	FIN
HG00309	11	FIN
HG00310	11	FIN
HG00311	8	FIN
HG00312	0	FIN
HG00313	9	FIN
HG00315	10	FIN
HG00318	11	FIN
HG00319	11	FIN
HG00320	8	FIN
HG00321	9	FIN
HG00323	10	FIN
HG00324	12	FIN
HG00325	10	FIN
HG00326	11	FIN
HG00327	10	FIN
HG00328	8	FIN
HG00329	9	FIN
HG00330	13	FIN
HG00331	10	FIN
HG00332	11	FIN
HG00334	14	FIN
HG00335	9	FIN
HG00336	11	FIN
HG00337	9	FIN
HG00338	12	FIN
HG00339	13	FIN
HG00341	11	FIN
HG00342	11	FIN
HG00343	14	FIN
HG00344	12	FIN
HG00345	12	FIN
HG00346	9	FIN
HG00349	9	FIN
HG00350	11	FIN
HG00351	11	FIN
HG00353	10	FIN
HG00355	13	FIN
HG00356	12	FIN
HG00357	9	FIN
HG00358	10	FIN
HG00359	0	FIN
HG00360	9	FIN
HG00361	12	FIN
HG00362	11	FIN
HG00364	10	FIN
HG00365	11	FIN
HG00366	11	FIN
HG00367	10	FIN
HG00368	12	FIN
HG00369	12	FIN
HG00371	11	FIN
HG00372	11	FIN
HG00373	10	FIN
HG00375	10	FIN
HG00376	10	FIN
HG00377	0	FIN
HG00378	10	FIN
HG00379	10	FIN
HG00380	8	FIN
HG00381	12	FIN
HG00382	10	FIN
HG00383	10	FIN
HG00384	9	FIN
HG00171	10	FIN
NA20502	8	TSI
NA20503	9	TSI
NA20504	11	TSI
NA20505	11	TSI
NA20506	10	TSI
NA20507	10	TSI
NA20508	11	TSI
NA20509	9	TSI
NA20510	11	TSI
NA20511	11	TSI
NA20512	11	TSI
NA20513	10	TSI
NA20514	8	TSI
NA20515	9	TSI
NA20516	9	TSI
NA20517	10	TSI
NA20518	11	TSI
NA20519	10	TSI
NA20520	9	TSI
NA20521	9	TSI
NA20522	10	TSI
NA20524	8	TSI
NA20525	8	TSI
NA20526	11	TSI
NA20527	12	TSI
NA20528	12	TSI
NA20529	8	TSI
NA20530	11	TSI
NA20531	10	TSI
NA20532	11	TSI
NA20533	10	TSI
NA20534	12	TSI
NA20535	12	TSI
NA20536	11	TSI
NA20537	0	TSI
NA20538	10	TSI
NA20539	7	TSI
NA20540	8	TSI
NA20541	11	TSI
NA20542	11	TSI
NA20543	12	TSI
NA20544	11	TSI
NA20581	12	TSI
NA20582	10	TSI
NA20585	10	TSI
NA20586	9	TSI
NA20587	9	TSI
NA20588	10	TSI
NA20589	11	TSI
NA20752	10	TSI
NA20753	8	TSI
NA20754	10	TSI
NA20755	13	TSI
NA20756	11	TSI
NA20757	8	TSI
NA20758	10	TSI
NA20759	10	TSI
NA20760	9	TSI
NA20761	12	TSI
NA20762	9	TSI
NA20763	9	TSI
NA20764	11	TSI
NA20765	9	TSI
NA20766	11	TSI
NA20767	10	TSI
NA20768	11	TSI
NA20769	8	TSI
NA20770	8	TSI
NA20771	11	TSI
NA20772	10	TSI
NA20773	10	TSI
NA20774	9	TSI
NA20775	9	TSI
NA20778	9	TSI
NA20783	11	TSI
NA20785	9	TSI
NA20786	11	TSI
NA20787	10	TSI
NA20790	11	TSI
NA20792	11	TSI
NA20795	12	TSI
NA20796	10	TSI
NA20797	11	TSI
NA20798	11	TSI
NA20799	9	TSI
NA20800	0	TSI
NA20801	11	TSI
NA20802	10	TSI
NA20803	10	TSI
NA20804	9	TSI
NA20805	10	TSI
NA20806	9	TSI
NA20807	10	TSI
NA20808	9	TSI
NA20809	10	TSI
NA20810	10	TSI
NA20811	11	TSI
NA20812	12	TSI
NA20813	11	TSI
NA20814	9	TSI
NA20815	9	TSI
NA20816	0	TSI
NA20818	10	TSI
NA20819	10	TSI
NA20821	11	TSI
NA20822	11	TSI
NA20826	10	TSI
NA20827	9	TSI
NA20828	10	TSI
NA20829	0	TSI
NA20831	0	TSI
NA20832	11	TSI
NA20502	8	TSI
HG01595	11	KHV
HG01596	11	KHV
HG01597	11	KHV
HG01598	11	KHV
HG01599	12	KHV
HG01600	11	KHV
HG01840	13	KHV
HG01841	12	KHV
HG01842	11	KHV
HG01843	13	KHV
HG01844	11	KHV
HG01845	9	KHV
HG01846	10	KHV
HG01847	13	KHV
HG01848	10	KHV
HG01849	12	KHV
HG01850	13	KHV
HG01851	12	KHV
HG01852	11	KHV
HG01853	11	KHV
HG01855	11	KHV
HG01857	12	KHV
HG01858	13	KHV
HG01859	11	KHV
HG01860	11	KHV
HG01861	9	KHV
HG01862	11	KHV
HG01863	12	KHV
HG01864	13	KHV
HG01865	10	KHV
HG01866	11	KHV
HG01867	10	KHV
HG01868	12	KHV
HG01869	10	KHV
HG01870	11	KHV
HG01871	11	KHV
HG01872	12	KHV
HG01873	10	KHV
HG01874	13	KHV
HG01878	11	KHV
HG02015	0	KHV
HG02016	11	KHV
HG02017	13	KHV
HG02018	0	KHV
HG02019	13	KHV
HG02020	11	KHV
HG02021	0	KHV
HG02023	9	KHV
HG02024	10	KHV
HG02025	10	KHV
HG02026	10	KHV
HG02027	0	KHV
HG02028	10	KHV
HG02029	13	KHV
HG02030	0	KHV
HG02031	10	KHV
HG02032	11	KHV
HG02035	11	KHV
HG02040	9	KHV
HG02046	13	KHV
HG02047	12	KHV
HG02048	11	KHV
HG02049	10	KHV
HG02050	11	KHV
HG02056	0	KHV
HG02057	13	KHV
HG02058	13	KHV
HG02059	0	KHV
HG02060	12	KHV
HG02061	12	KHV
HG02064	13	KHV
HG02067	12	KHV
HG02068	0	KHV
HG02069	11	KHV
HG02070	12	KHV
HG02071	0	KHV
HG02072	11	KHV
HG02073	12	KHV
HG02074	0	KHV
HG02075	12	KHV
HG02076	12	KHV
HG02077	0	KHV
HG02078	13	KHV
HG02079	10	KHV
HG02080	0	KHV
HG02081	10	KHV
HG02082	11	KHV
HG02083	0	KHV
HG02084	10	KHV
HG02085	9	KHV
HG02086	9	KHV
HG02087	9	KHV
HG02088	10	KHV
HG02113	10	KHV
HG02116	10	KHV
HG02120	0	KHV
HG02121	0	KHV
HG02122	8	KHV
HG02126	0	KHV
HG02127	13	KHV
HG02128	8	KHV
HG02129	0	KHV
HG02130	12	KHV
HG02131	12	KHV
HG02132	0	KHV
HG02133	12	KHV
HG02134	9	KHV
HG02135	0	KHV
HG02136	12	KHV
HG02137	12	KHV
HG02138	11	KHV
HG02139	11	KHV
HG02140	12	KHV
HG02141	11	KHV
HG02142	12	KHV
HG02512	10	KHV
HG02513	12	KHV
HG02514	0	KHV
HG02521	9	KHV
HG02522	11	KHV
HG02523	0	KHV
HG02524	0	KHV
HG02525	0	KHV
HG02526	0	KHV
HG01595	11	KHV
NA06984	11	CEU
NA06985	0	CEU
NA06986	10	CEU
NA06989	11	CEU
NA06991	0	CEU
NA06993	0	CEU
NA06994	11	CEU
NA06995	0	CEU
NA06997	0	CEU
NA07000	11	CEU
NA07014	0	CEU
NA07019	0	CEU
NA07022	0	CEU
NA07029	0	CEU
NA07031	0	CEU
NA07034	0	CEU
NA07037	11	CEU
NA07045	0	CEU
NA07048	11	CEU
NA07051	9	CEU
NA07055	0	CEU
NA07056	9	CEU
NA07340	0	CEU
NA07345	0	CEU
NA07346	0	CEU
NA07347	12	CEU
NA07348	0	CEU
NA07349	0	CEU
NA07357	9	CEU
NA07435	0	CEU
NA10830	0	CEU
NA10831	0	CEU
NA10835	0	CEU
NA10836	0	CEU
NA10837	0	CEU
NA10838	0	CEU
NA10839	0	CEU
NA10840	0	CEU
NA10842	0	CEU
NA10843	0	CEU
NA10845	0	CEU
NA10846	0	CEU
NA10847	12	CEU
NA10850	0	CEU
NA10851	10	CEU
NA10852	0	CEU
NA10853	0	CEU
NA10854	0	CEU
NA10855	0	CEU
NA10856	0	CEU
NA10857	0	CEU
NA10859	0	CEU
NA10860	0	CEU
NA10861	0	CEU
NA10863	0	CEU
NA10864	0	CEU
NA10865	0	CEU
NA11829	11	CEU
NA11830	9	CEU
NA11831	11	CEU
NA11832	0	CEU
NA11839	0	CEU
NA11840	7	CEU
NA11843	13	CEU
NA11881	11	CEU
NA11882	0	CEU
NA11891	0	CEU
NA11892	14	CEU
NA11893	11	CEU
NA11894	9	CEU
NA11917	0	CEU
NA11918	10	CEU
NA11919	10	CEU
NA11920	12	CEU
NA11930	10	CEU
NA11931	10	CEU
NA11932	11	CEU
NA11933	12	CEU
NA11992	10	CEU
NA11993	0	CEU
NA11994	0	CEU
NA11995	10	CEU
NA12003	12	CEU
NA12004	11	CEU
NA12005	11	CEU
NA12006	10	CEU
NA12043	13	CEU
NA12044	10	CEU
NA12045	11	CEU
NA12046	10	CEU
NA12056	0	CEU
NA12057	0	CEU
NA12058	9	CEU
NA12144	10	CEU
NA12145	0	CEU
NA12146	0	CEU
NA12154	11	CEU
NA12155	9	CEU
NA12156	9	CEU
NA12234	12	CEU
NA12239	0	CEU
NA12248	0	CEU
NA12249	9	CEU
NA12264	0	CEU
NA12272	12	CEU
NA12273	10	CEU
NA12274	0	CEU
NA12275	11	CEU
NA12282	11	CEU
NA12283	10	CEU
NA12286	12	CEU
NA12287	10	CEU
NA12329	0	CEU
NA12335	0	CEU
NA12336	0	CEU
NA12340	12	CEU
NA12341	11	CEU
NA12342	11	CEU
NA12343	0	CEU
NA12344	0	CEU
NA12347	7	CEU
NA12348	12	CEU
NA12375	0	CEU
NA12376	0	CEU
NA12383	12	CEU
NA12386	0	CEU
NA12399	0	CEU
NA12400	0	CEU
NA12413	12	CEU
NA12414	7	CEU
NA12485	0	CEU
NA12489	10	CEU
NA12546	13	CEU
NA12707	0	CEU
NA12708	0	CEU
NA12716	10	CEU
NA12717	11	CEU
NA12718	11	CEU
NA12739	0	CEU
NA12740	0	CEU
NA12748	10	CEU
NA12749	11	CEU
NA12750	10	CEU
NA12751	10	CEU
NA12752	0	CEU
NA12753	0	CEU
NA12760	10	CEU
NA12761	12	CEU
NA12762	11	CEU
NA12763	11	CEU
NA12766	0	CEU
NA12767	0	CEU
NA12775	11	CEU
NA12776	13	CEU
NA12777	11	CEU
NA12778	10	CEU
NA12801	0	CEU
NA12802	0	CEU
NA12812	11	CEU
NA12813	11	CEU
NA12814	10	CEU
NA12815	10	CEU
NA12817	0	CEU
NA12818	0	CEU
NA12827	7	CEU
NA12828	11	CEU
NA12829	11	CEU
NA12830	9	CEU
NA12832	0	CEU
NA12842	10	CEU
NA12843	9	CEU
NA12864	0	CEU
NA12865	0	CEU
NA12872	10	CEU
NA12873	9	CEU
NA12874	9	CEU
NA12875	0	CEU
NA12877	0	CEU
NA12878	10	CEU
NA12889	12	CEU
NA12890	11	CEU
NA12891	0	CEU
NA12892	0	CEU
NA06984	11	CEU
NA18484	0	YRI
NA18485	0	YRI
NA18486	11	YRI
NA18487	0	YRI
NA18488	11	YRI
NA18489	14	YRI
NA18497	0	YRI
NA18498	0	YRI
NA18499	13	YRI
NA18500	0	YRI
NA18501	11	YRI
NA18502	12	YRI
NA18503	0	YRI
NA18504	0	YRI
NA18505	13	YRI
NA18506	0	YRI
NA18507	6	YRI
NA18508	10	YRI
NA18509	0	YRI
NA18510	9	YRI
NA18511	12	YRI
NA18515	0	YRI
NA18516	14	YRI
NA18517	13	YRI
NA18518	0	YRI
NA18519	14	YRI
NA18520	10	YRI
NA18521	0	YRI
NA18522	8	YRI
NA18523	11	YRI
NA18852	0	YRI
NA18853	0	YRI
NA18854	0	YRI
NA18855	0	YRI
NA18856	8	YRI
NA18857	0	YRI
NA18858	12	YRI
NA18859	0	YRI
NA18860	0	YRI
NA18861	12	YRI
NA18862	0	YRI
NA18863	0	YRI
NA18864	12	YRI
NA18865	12	YRI
NA18867	0	YRI
NA18868	12	YRI
NA18869	0	YRI
NA18870	0	YRI
NA18871	10	YRI
NA18872	0	YRI
NA18873	12	YRI
NA18874	13	YRI
NA18875	0	YRI
NA18876	9	YRI
NA18877	13	YRI
NA18878	11	YRI
NA18879	11	YRI
NA18881	12	YRI
NA18906	0	YRI
NA18907	12	YRI
NA18908	11	YRI
NA18909	12	YRI
NA18910	12	YRI
NA18911	0	YRI
NA18912	0	YRI
NA18913	0	YRI
NA18914	0	YRI
NA18915	10	YRI
NA18916	12	YRI
NA18917	10	YRI
NA18923	11	YRI
NA18924	12	YRI
NA18925	0	YRI
NA18930	0	YRI
NA18933	10	YRI
NA18934	11	YRI
NA18935	0	YRI
NA19092	10	YRI
NA19093	12	YRI
NA19094	0	YRI
NA19095	13	YRI
NA19096	15	YRI
NA19097	0	YRI
NA19098	12	YRI
NA19099	9	YRI
NA19100	0	YRI
NA19101	0	YRI
NA19102	13	YRI
NA19103	0	YRI
NA19104	0	YRI
NA19105	0	YRI
NA19107	10	YRI
NA19108	12	YRI
NA19109	0	YRI
NA19113	10	YRI
NA19114	12	YRI
NA19115	0	YRI
NA19116	0	YRI
NA19117	12	YRI
NA19118	10	YRI
NA19119	13	YRI
NA19120	0	YRI
NA19121	10	YRI
NA19122	0	YRI
NA19123	0	YRI
NA19127	0	YRI
NA19128	0	YRI
NA19129	12	YRI
NA19130	10	YRI
NA19131	12	YRI
NA19132	0	YRI
NA19137	10	YRI
NA19138	10	YRI
NA19139	0	YRI
NA19140	0	YRI
NA19141	11	YRI
NA19142	0	YRI
NA19143	13	YRI
NA19144	11	YRI
NA19145	0	YRI
NA19146	10	YRI
NA19147	10	YRI
NA19148	0	YRI
NA19149	10	YRI
NA19150	0	YRI
NA19151	0	YRI
NA19152	12	YRI
NA19153	14	YRI
NA19154	0	YRI
NA19159	10	YRI
NA19160	12	YRI
NA19161	0	YRI
NA19166	0	YRI
NA19171	13	YRI
NA19172	8	YRI
NA19173	0	YRI
NA19174	0	YRI
NA19175	11	YRI
NA19176	0	YRI
NA19177	0	YRI
NA19184	11	YRI
NA19185	12	YRI
NA19186	0	YRI
NA19189	0	YRI
NA19190	14	YRI
NA19191	0	YRI
NA19195	0	YRI
NA19196	0	YRI
NA19197	9	YRI
NA19198	9	YRI
NA19199	0	YRI
NA19200	12	YRI
NA19201	13	YRI
NA19202	0	YRI
NA19203	0	YRI
NA19204	12	YRI
NA19205	0	YRI
NA19206	12	YRI
NA19207	11	YRI
NA19208	0	YRI
NA19209	10	YRI
NA19210	12	YRI
NA19211	0	YRI
NA19213	0	YRI
NA19214	11	YRI
NA19215	0	YRI
NA19221	0	YRI
NA19222	10	YRI
NA19223	9	YRI
NA19224	0	YRI
NA19225	11	YRI
NA19226	0	YRI
NA19235	11	YRI
NA19236	0	YRI
NA19237	0	YRI
NA19238	10	YRI
NA19239	10	YRI
NA19240	10	YRI
NA19247	0	YRI
NA19248	0	YRI
NA19249	0	YRI
NA19252	0	YRI
NA19254	0	YRI
NA19256	10	YRI
NA19257	12	YRI
NA19258	0	YRI
NA18525	9	CHB
NA18526	12	CHB
NA18527	0	CHB
NA18528	12	CHB
NA18530	10	CHB
NA18531	8	CHB
NA18532	10	CHB
NA18533	11	CHB
NA18534	10	CHB
NA18535	12	CHB
NA18536	10	CHB
NA18537	0	CHB
NA18538	12	CHB
NA18539	10	CHB
NA18541	12	CHB
NA18542	11	CHB
NA18543	9	CHB
NA18544	9	CHB
NA18545	12	CHB
NA18546	11	CHB
NA18547	11	CHB
NA18548	12	CHB
NA18549	10	CHB
NA18550	9	CHB
NA18552	10	CHB
NA18553	11	CHB
NA18555	9	CHB
NA18557	12	CHB
NA18558	10	CHB
NA18559	10	CHB
NA18560	12	CHB
NA18561	12	CHB
NA18562	10	CHB
NA18563	12	CHB
NA18564	12	CHB
NA18565	13	CHB
NA18566	10	CHB
NA18567	11	CHB
NA18570	10	CHB
NA18571	11	CHB
NA18572	11	CHB
NA18573	12	CHB
NA18574	10	CHB
NA18576	0	CHB
NA18577	10	CHB
NA18579	11	CHB
NA18582	12	CHB
NA18591	12	CHB
NA18592	11	CHB
NA18593	13	CHB
NA18595	10	CHB
NA18596	10	CHB
NA18597	11	CHB
NA18599	8	CHB
NA18602	9	CHB
NA18603	10	CHB
NA18605	9	CHB
NA18606	11	CHB
NA18608	8	CHB
NA18609	12	CHB
NA18610	11	CHB
NA18611	8	CHB
NA18612	11	CHB
NA18613	12	CHB
NA18614	11	CHB
NA18615	12	CHB
NA18616	9	CHB
NA18617	11	CHB
NA18618	11	CHB
NA18619	12	CHB
NA18620	12	CHB
NA18621	8	CHB
NA18622	10	CHB
NA18623	0	CHB
NA18624	0	CHB
NA18625	11	CHB
NA18626	12	CHB
NA18627	10	CHB
NA18628	14	CHB
NA18629	11	CHB
NA18630	11	CHB
NA18631	11	CHB
NA18632	0	CHB
NA18633	0	CHB
NA18634	12	CHB
NA18635	12	CHB
NA18636	0	CHB
NA18637	10	CHB
NA18638	12	CHB
NA18639	11	CHB
NA18640	11	CHB
NA18641	11	CHB
NA18642	10	CHB
NA18643	11	CHB
NA18644	8	CHB
NA18645	12	CHB
NA18646	11	CHB
NA18647	14	CHB
NA18648	10	CHB
NA18740	11	CHB
NA18745	10	CHB
NA18747	9	CHB
NA18748	11	CHB
NA18749	9	CHB
NA18757	9	CHB
NA18791	0	CHB
NA18794	0	CHB
NA18795	0	CHB
NA18525	9	CHB
HG03642	11	STU
HG03643	10	STU
HG03644	10	STU
HG03645	11	STU
HG03646	12	STU
HG03672	11	STU
HG03673	10	STU
HG03679	13	STU
HG03680	13	STU
HG03681	11	STU
HG03682	0	STU
HG03683	0	STU
HG03684	11	STU
HG03685	11	STU
HG03686	10	STU
HG03687	10	STU
HG03688	0	STU
HG03689	10	STU
HG03690	12	STU
HG03691	9	STU
HG03692	8	STU
HG03693	10	STU
HG03694	10	STU
HG03695	12	STU
HG03696	11	STU
HG03697	12	STU
HG03698	11	STU
HG03711	12	STU
HG03733	11	STU
HG03736	12	STU
HG03738	8	STU
HG03740	11	STU
HG03741	11	STU
HG03743	9	STU
HG03744	12	STU
HG03745	10	STU
HG03746	11	STU
HG03750	11	STU
HG03752	12	STU
HG03753	10	STU
HG03754	10	STU
HG03755	9	STU
HG03756	13	STU
HG03757	10	STU
HG03760	11	STU
HG03835	0	STU
HG03836	11	STU
HG03837	10	STU
HG03838	9	STU
HG03840	0	STU
HG03842	0	STU
HG03844	11	STU
HG03845	0	STU
HG03846	9	STU
HG03847	0	STU
HG03848	10	STU
HG03849	8	STU
HG03850	9	STU
HG03851	12	STU
HG03854	12	STU
HG03856	12	STU
HG03857	12	STU
HG03858	11	STU
HG03884	10	STU
HG03885	10	STU
HG03886	10	STU
HG03887	11	STU
HG03888	11	STU
HG03890	9	STU
HG03894	11	STU
HG03895	9	STU
HG03896	11	STU
HG03897	11	STU
HG03898	10	STU
HG03899	10	STU
HG03900	10	STU
HG03943	11	STU
HG03944	9	STU
HG03945	11	STU
HG03947	12	STU
HG03948	10	STU
HG03949	11	STU
HG03950	12	STU
HG03951	10	STU
HG03953	11	STU
HG03955	11	STU
HG03982	0	STU
HG03985	10	STU
HG03986	13	STU
HG03988	0	STU
HG03989	10	STU
HG03990	8	STU
HG03991	10	STU
HG03992	0	STU
HG03995	9	STU
HG03998	11	STU
HG03999	11	STU
HG04003	12	STU
HG04006	12	STU
HG04029	10	STU
HG04033	13	STU
HG04035	11	STU
HG04036	0	STU
HG04037	0	STU
HG04038	8	STU
HG04039	11	STU
HG04040	0	STU
HG04042	9	STU
HG04047	10	STU
HG04067	0	STU
HG04075	12	STU
HG04099	13	STU
HG04100	12	STU
HG04106	11	STU
HG04107	10	STU
HG04114	0	STU
HG04115	0	STU
HG04122	0	STU
HG04127	0	STU
HG04197	0	STU
HG04199	0	STU
HG04204	0	STU
HG04208	0	STU
HG04210	10	STU
HG04215	0	STU
HG04227	14	STU
HG04228	0	STU
HG04229	10	STU
HG03642	11	STU
HG00403	12	CHS
HG00404	11	CHS
HG00405	0	CHS
HG00406	11	CHS
HG00407	13	CHS
HG00408	0	CHS
HG00409	10	CHS
HG00410	10	CHS
HG00411	0	CHS
HG00418	0	CHS
HG00419	8	CHS
HG00420	0	CHS
HG00421	11	CHS
HG00422	12	CHS
HG00423	0	CHS
HG00427	0	CHS
HG00428	13	CHS
HG00429	0	CHS
HG00436	11	CHS
HG00437	8	CHS
HG00438	0	CHS
HG00442	10	CHS
HG00443	11	CHS
HG00444	0	CHS
HG00445	11	CHS
HG00446	11	CHS
HG00447	0	CHS
HG00448	10	CHS
HG00449	10	CHS
HG00450	0	CHS
HG00451	10	CHS
HG00452	14	CHS
HG00453	0	CHS
HG00457	9	CHS
HG00458	11	CHS
HG00459	0	CHS
HG00463	9	CHS
HG00464	8	CHS
HG00465	0	CHS
HG00472	11	CHS
HG00473	10	CHS
HG00474	0	CHS
HG00475	10	CHS
HG00476	10	CHS
HG00477	0	CHS
HG00478	11	CHS
HG00479	13	CHS
HG00480	0	CHS
HG00500	12	CHS
HG00501	13	CHS
HG00502	0	CHS
HG00512	0	CHS
HG00513	12	CHS
HG00514	0	CHS
HG00524	12	CHS
HG00525	11	CHS
HG00526	0	CHS
HG00530	10	CHS
HG00531	9	CHS
HG00532	0	CHS
HG00533	12	CHS
HG00534	12	CHS
HG00535	0	CHS
HG00536	11	CHS
HG00537	13	CHS
HG00538	0	CHS
HG00542	10	CHS
HG00543	10	CHS
HG00544	0	CHS
HG00556	10	CHS
HG00557	11	CHS
HG00558	0	CHS
HG00559	11	CHS
HG00560	9	CHS
HG00561	0	CHS
HG00565	11	CHS
HG00566	10	CHS
HG00567	0	CHS
HG00577	0	CHS
HG00578	0	CHS
HG00579	0	CHS
HG00580	9	CHS
HG00581	12	CHS
HG00582	0	CHS
HG00583	12	CHS
HG00584	10	CHS
HG00585	0	CHS
HG00589	9	CHS
HG00590	13	CHS
HG00591	0	CHS
HG00592	11	CHS
HG00593	9	CHS
HG00594	0	CHS
HG00595	11	CHS
HG00596	12	CHS
HG00597	0	CHS
HG00598	12	CHS
HG00599	12	CHS
HG00600	0	CHS
HG00607	13	CHS
HG00608	10	CHS
HG00609	0	CHS
HG00610	12	CHS
HG00611	11	CHS
HG00612	0	CHS
HG00613	12	CHS
HG00614	11	CHS
HG00615	0	CHS
HG00619	12	CHS
HG00620	9	CHS
HG00621	0	CHS
HG00622	10	CHS
HG00623	11	CHS
HG00624	0	CHS
HG00625	8	CHS
HG00626	8	CHS
HG00627	0	CHS
HG00628	9	CHS
HG00629	13	CHS
HG00630	0	CHS
HG00631	12	CHS
HG00632	11	CHS
HG00633	0	CHS
HG00634	11	CHS
HG00635	10	CHS
HG00636	0	CHS
HG00650	11	CHS
HG00651	12	CHS
HG00652	0	CHS
HG00653	10	CHS
HG00654	11	CHS
HG00655	0	CHS
HG00656	11	CHS
HG00657	10	CHS
HG00658	0	CHS
HG00662	8	CHS
HG00663	9	CHS
HG00664	0	CHS
HG00671	10	CHS
HG00672	12	CHS
HG00673	0	CHS
HG00674	10	CHS
HG00675	13	CHS
HG00676	0	CHS
HG00683	13	CHS
HG00684	13	CHS
HG00685	0	CHS
HG00689	10	CHS
HG00690	12	CHS
HG00691	0	CHS
HG00692	11	CHS
HG00693	8	CHS
HG00694	0	CHS
HG00698	8	CHS
HG00699	10	CHS
HG00700	0	CHS
HG00701	11	CHS
HG00702	10	CHS
HG00703	0	CHS
HG00704	11	CHS
HG00705	13	CHS
HG00706	0	CHS
HG00707	10	CHS
HG00708	12	CHS
HG00709	0	CHS
HG00716	0	CHS
HG00717	11	CHS
HG00718	0	CHS
HG00728	13	CHS
HG00729	12	CHS
HG00730	0	CHS
HG00403	12	CHS
HG00403	12	CHS
HG02922	12	ESN
HG02923	12	ESN
HG02924	0	ESN
HG02938	10	ESN
HG02939	0	ESN
HG02941	13	ESN
HG02942	0	ESN
HG02943	13	ESN
HG02944	10	ESN
HG02945	0	ESN
HG02946	11	ESN
HG02947	13	ESN
HG02948	0	ESN
HG02952	12	ESN
HG02953	11	ESN
HG02954	0	ESN
HG02964	0	ESN
HG02965	0	ESN
HG02966	0	ESN
HG02968	12	ESN
HG02969	0	ESN
HG02970	11	ESN
HG02971	13	ESN
HG02972	0	ESN
HG02973	11	ESN
HG02974	11	ESN
HG02975	0	ESN
HG02976	12	ESN
HG02977	10	ESN
HG02978	0	ESN
HG02979	9	ESN
HG02980	0	ESN
HG02981	11	ESN
HG03099	10	ESN
HG03100	12	ESN
HG03101	0	ESN
HG03103	11	ESN
HG03104	0	ESN
HG03105	11	ESN
HG03107	0	ESN
HG03108	11	ESN
HG03109	10	ESN
HG03110	0	ESN
HG03111	11	ESN
HG03112	9	ESN
HG03113	0	ESN
HG03114	11	ESN
HG03115	10	ESN
HG03116	0	ESN
HG03117	12	ESN
HG03118	9	ESN
HG03119	0	ESN
HG03120	10	ESN
HG03121	12	ESN
HG03122	0	ESN
HG03123	12	ESN
HG03124	11	ESN
HG03125	0	ESN
HG03126	10	ESN
HG03127	12	ESN
HG03128	0	ESN
HG03129	12	ESN
HG03130	9	ESN
HG03131	0	ESN
HG03132	12	ESN
HG03133	12	ESN
HG03134	0	ESN
HG03135	11	ESN
HG03136	13	ESN
HG03137	0	ESN
HG03139	10	ESN
HG03140	0	ESN
HG03157	11	ESN
HG03158	0	ESN
HG03159	12	ESN
HG03160	12	ESN
HG03161	0	ESN
HG03162	13	ESN
HG03163	12	ESN
HG03164	0	ESN
HG03166	12	ESN
HG03167	0	ESN
HG03168	11	ESN
HG03169	12	ESN
HG03170	0	ESN
HG03171	0	ESN
HG03172	11	ESN
HG03173	0	ESN
HG03175	12	ESN
HG03176	0	ESN
HG03189	10	ESN
HG03190	13	ESN
HG03191	0	ESN
HG03193	12	ESN
HG03194	0	ESN
HG03195	10	ESN
HG03196	10	ESN
HG03197	0	ESN
HG03198	11	ESN
HG03199	11	ESN
HG03200	0	ESN
HG03202	12	ESN
HG03203	0	ESN
HG03265	12	ESN
HG03266	0	ESN
HG03267	13	ESN
HG03268	10	ESN
HG03269	0	ESN
HG03270	12	ESN
HG03271	11	ESN
HG03272	0	ESN
HG03279	11	ESN
HG03280	13	ESN
HG03291	11	ESN
HG03293	0	ESN
HG03294	12	ESN
HG03295	13	ESN
HG03296	0	ESN
HG03297	12	ESN
HG03298	12	ESN
HG03299	0	ESN
HG03300	11	ESN
HG03301	12	ESN
HG03302	0	ESN
HG03303	12	ESN
HG03304	0	ESN
HG03305	0	ESN
HG03306	0	ESN
HG03307	0	ESN
HG03308	0	ESN
HG03309	0	ESN
HG03310	0	ESN
HG03311	7	ESN
HG03312	0	ESN
HG03313	12	ESN
HG03314	0	ESN
HG03339	0	ESN
HG03341	0	ESN
HG03342	13	ESN
HG03343	14	ESN
HG03344	0	ESN
HG03350	0	ESN
HG03351	9	ESN
HG03352	11	ESN
HG03354	0	ESN
HG03361	0	ESN
HG03362	0	ESN
HG03363	12	ESN
HG03365	0	ESN
HG03366	14	ESN
HG03367	10	ESN
HG03368	0	ESN
HG03369	12	ESN
HG03370	11	ESN
HG03371	0	ESN
HG03372	10	ESN
HG03373	0	ESN
HG03374	0	ESN
HG03493	0	ESN
HG03499	11	ESN
HG03508	0	ESN
HG03510	0	ESN
HG03511	11	ESN
HG03513	0	ESN
HG03514	13	ESN
HG03515	10	ESN
HG03516	0	ESN
HG03517	11	ESN
HG03518	14	ESN
HG03519	0	ESN
HG03520	13	ESN
HG03521	9	ESN
HG03522	0	ESN
HG02922	12	ESN
HG01879	12	ACB
HG01880	12	ACB
HG01881	0	ACB
HG01882	11	ACB
HG01883	13	ACB
HG01884	0	ACB
HG01885	11	ACB
HG01886	12	ACB
HG01887	0	ACB
HG01888	0	ACB
HG01889	10	ACB
HG01890	11	ACB
HG01891	0	ACB
