logFC	logCPM	LR	PValue	FDR
ENSG00000168778.11_2	-0.185679862793096	1.73436551443404	5.36758979470972	0.020514304959212	0.198744757691397
ENSG00000188026.12_4	-0.157632342000668	0.360465194543862	3.59180361582634	0.0580651912762919	0.198744757691397
ENSG00000111361.12_2	0.068581600653846	5.00553708120174	3.27039636769194	0.0705405782459647	0.198744757691397
ENSG00000111364.15_2	0.0830274166180049	3.76878160689271	3.0751368492966	0.0794979030765588	0.198744757691397
ENSG00000185344.13_2	0.0516034256129876	4.37609859732411	0.95714772587263	0.327906553924593	0.557734232144319
ENSG00000111358.13_3	-0.0444257675139274	4.31731881081391	0.930856205977591	0.334640539286591	0.557734232144319
ENSG00000150977.10_2	-0.0432373887203533	5.80457699767462	0.550468083564056	0.458126498512559	0.654466426446513
ENSG00000139697.13_1	-0.0298276566615364	5.44809129502123	0.250576473208582	0.616669457172024	0.77083682146503
ENSG00000184209.14_3	0.0157017228482464	3.42043047276862	0.0822484535700596	0.774273187764408	0.860303541960454
ENSG00000086598.10_2	0.00686118974609185	6.46652848048657	0.0130854505621869	0.908927329512335	0.908927329512335
