logFC	logCPM	LR	PValue	FDR
ENSG00000168778.11_2	0.351923799203196	1.70313498987514	7.57964532885482	0.00590310539093203	0.0590310539093203
ENSG00000111361.12_2	-0.0988946609299413	5.04288038356164	2.23178978850523	0.135197158301793	0.371067260707378
ENSG00000139697.13_1	0.133297197045474	5.43722471632429	2.22123323627923	0.136124287213	0.371067260707378
ENSG00000184209.14_3	-0.120794403277319	3.41198332441982	2.08834379994494	0.148426904282951	0.371067260707378
ENSG00000111364.15_2	-0.0651824674199681	3.79795580118427	0.669878026408682	0.413094135805261	0.683790573341951
ENSG00000185344.13_2	-0.0574193003905174	4.36042687241483	0.558259609322391	0.454962323521939	0.683790573341951
ENSG00000111358.13_3	0.0394632273440272	4.30589714993926	0.329663531528141	0.565857280092854	0.683790573341951
ENSG00000188026.12_4	0.0694010329331971	0.382642888501933	0.278064012455168	0.5979729480737	0.683790573341951
ENSG00000150977.10_2	-0.037574648192389	5.87344555314938	0.252369562065027	0.615411516007756	0.683790573341951
ENSG00000086598.10_2	-0.0141020705933544	6.40351357315756	0.0234066118301257	0.878404430062655	0.878404430062655
