logFC	logCPM	LR	PValue	FDR
ENSG00000188026.12_4	0.51968074052128	0.251432016251066	5.62133431356396	0.0177431355641113	0.177431355641113
ENSG00000150977.10_2	-0.321088920891666	5.7597615765753	3.9604954976643	0.0465799903347161	0.232899951673581
ENSG00000111361.12_2	-0.128776006650127	4.90331836731037	1.60878175108331	0.204663134923229	0.649290004221653
ENSG00000168778.11_2	0.242001731458655	1.43689614895594	1.18139485722142	0.277072213214892	0.649290004221653
ENSG00000111358.13_3	0.116395474505145	4.41461740204936	0.970141057409634	0.324645002110826	0.649290004221653
ENSG00000185344.13_2	0.0715217105585853	4.30221422734855	0.323439012548903	0.569548217189281	0.865550246853491
ENSG00000184209.14_3	-0.0794556885134242	3.33487444966324	0.225705582749754	0.63472652037801	0.865550246853491
ENSG00000086598.10_2	-0.0303894038659457	6.58069231071489	0.052013647841548	0.81959570287819	0.865550246853491
ENSG00000139697.13_1	0.0388638219897827	5.44449116503857	0.0514183197915372	0.820613417220441	0.865550246853491
ENSG00000111364.15_2	0.0213884626735551	3.68803763520691	0.0286669798970323	0.865550246853491	0.865550246853491
