logFC	logCPM	LR	PValue	FDR
ENSG00000150977.10_2	0.140543093295129	5.78362050619508	1.88011487504177	0.170321092015258	0.651771955040036
ENSG00000184209.14_3	0.125197056253725	3.40043634584577	1.49872373967922	0.220867839877775	0.651771955040036
ENSG00000188026.12_4	-0.209158687899262	0.304148012209726	1.44402177772665	0.229489636571765	0.651771955040036
ENSG00000111358.13_3	0.0954580657243234	4.3027559204609	1.26498935708707	0.260708782016014	0.651771955040036
ENSG00000185344.13_2	-0.051714488684224	4.45087894006125	0.289939221878413	0.590259480950274	0.958747536834568
ENSG00000168778.11_2	0.0840182658239619	1.81190885901696	0.284865743781367	0.593529626611885	0.958747536834568
ENSG00000086598.10_2	0.0474074449306498	6.63763808698883	0.139826065149734	0.708453988303586	0.958747536834568
ENSG00000139697.13_1	-0.0310329301396268	5.53915002518965	0.0834072298729467	0.772732060618079	0.958747536834568
ENSG00000111364.15_2	-0.0144943935908431	3.82064816837919	0.0298316443349478	0.862872783151111	0.958747536834568
ENSG00000111361.12_2	0.00263460866650899	5.02992098142922	0.0011625424544377	0.972800536912792	0.972800536912792
