logFC	logCPM	LR	PValue	FDR
ENSG00000150977.10_2	0.17462108723891	5.88847903687054	1.01454165685992	0.313817251704531	0.98727400913078
ENSG00000111364.15_2	-0.149048793680729	3.88484317630954	0.876719071375149	0.349101876674544	0.98727400913078
ENSG00000139697.13_1	0.156412406913005	5.40369537205899	0.730006860804778	0.392880964646677	0.98727400913078
ENSG00000111358.13_3	0.124456678561034	4.32896950387128	0.720870797173745	0.395858420382738	0.98727400913078
ENSG00000188026.12_4	-0.12311677500537	0.256708952719964	0.303183138757049	0.581893726043468	0.98727400913078
ENSG00000086598.10_2	0.0718687568467385	6.45027196213108	0.219910023180915	0.639108484740129	0.98727400913078
ENSG00000184209.14_3	-0.0286328484715402	3.46917252965017	0.0270515830071929	0.869358285004958	0.98727400913078
ENSG00000111361.12_2	-0.0172185775546623	5.08599595395044	0.0236143876731205	0.877870148699832	0.98727400913078
ENSG00000185344.13_2	0.00476042248112338	4.42054290889774	0.00094548398118377	0.97546993398357	0.98727400913078
ENSG00000168778.11_2	0.00350120321878044	1.64588725101446	0.000254413364359607	0.98727400913078	0.98727400913078
