SampleID	Insertions	POP
HG01855	15	KHV
HG01857	16	KHV
HG01858	18	KHV
HG01859	14	KHV
HG01860	15	KHV
HG01861	11	KHV
HG01862	13	KHV
HG01863	17	KHV
HG01864	17	KHV
HG01865	13	KHV
HG01866	14	KHV
HG01867	13	KHV
HG01868	16	KHV
HG01869	13	KHV
HG01870	13	KHV
HG01871	14	KHV
HG01872	15	KHV
HG01873	14	KHV
HG01874	16	KHV
HG01878	13	KHV
HG02015	0	KHV
HG02016	16	KHV
HG02017	18	KHV
HG02018	0	KHV
HG02019	16	KHV
HG02020	14	KHV
HG02021	0	KHV
HG02023	13	KHV
HG02024	13	KHV
HG02025	16	KHV
HG02026	14	KHV
HG02027	0	KHV
HG02028	12	KHV
HG02029	17	KHV
HG02030	0	KHV
HG02031	13	KHV
HG02032	17	KHV
HG02035	14	KHV
HG02040	12	KHV
HG02046	16	KHV
HG02047	16	KHV
HG02048	14	KHV
HG02049	14	KHV
HG02050	15	KHV
HG02056	0	KHV
HG02057	17	KHV
HG02058	17	KHV
HG02059	0	KHV
HG02060	15	KHV
HG02061	15	KHV
HG02064	16	KHV
HG02067	15	KHV
HG02068	0	KHV
HG02069	15	KHV
HG02070	16	KHV
HG02071	0	KHV
HG02072	13	KHV
HG02073	15	KHV
HG02074	0	KHV
HG02075	17	KHV
HG02076	17	KHV
HG02077	0	KHV
HG02078	16	KHV
HG02079	14	KHV
HG02080	0	KHV
HG02081	14	KHV
HG02082	14	KHV
HG02083	0	KHV
HG02084	14	KHV
HG02085	11	KHV
HG02086	13	KHV
HG02087	12	KHV
HG02088	14	KHV
HG02113	13	KHV
HG02116	14	KHV
HG02120	0	KHV
HG02121	0	KHV
HG02122	11	KHV
HG02126	0	KHV
HG02127	16	KHV
HG02128	10	KHV
HG02129	0	KHV
HG02130	16	KHV
HG02131	15	KHV
HG02132	0	KHV
HG02133	16	KHV
HG02134	12	KHV
HG02135	0	KHV
HG02136	16	KHV
HG02137	15	KHV
HG02138	15	KHV
HG02139	16	KHV
HG02140	15	KHV
HG02141	15	KHV
HG02142	17	KHV
HG02512	15	KHV
HG02513	16	KHV
HG02514	0	KHV
HG02521	12	KHV
HG02522	15	KHV
HG02523	0	KHV
HG02524	0	KHV
HG02525	0	KHV
HG02526	0	KHV
HG01595	15	KHV
NA06984	15	CEU
NA06985	0	CEU
NA06986	14	CEU
NA06989	14	CEU
NA06991	0	CEU
NA06993	0	CEU
NA06994	15	CEU
NA06995	0	CEU
NA06997	0	CEU
NA07000	14	CEU
NA07014	0	CEU
NA07019	0	CEU
NA07022	0	CEU
NA07029	0	CEU
NA07031	0	CEU
NA07034	0	CEU
NA07037	13	CEU
NA07045	0	CEU
NA07048	14	CEU
NA07051	12	CEU
NA07055	0	CEU
NA07056	13	CEU
NA07340	0	CEU
NA07345	0	CEU
NA07346	0	CEU
NA07347	15	CEU
NA07348	0	CEU
NA07349	0	CEU
NA07357	14	CEU
NA07435	0	CEU
NA10830	0	CEU
NA10831	0	CEU
NA10835	0	CEU
NA10836	0	CEU
NA10837	0	CEU
NA10838	0	CEU
NA10839	0	CEU
NA10840	0	CEU
NA10842	0	CEU
NA10843	0	CEU
NA10845	0	CEU
NA10846	0	CEU
NA10847	15	CEU
NA10850	0	CEU
NA10851	13	CEU
NA10852	0	CEU
NA10853	0	CEU
NA10854	0	CEU
NA10855	0	CEU
NA10856	0	CEU
NA10857	0	CEU
NA10859	0	CEU
NA10860	0	CEU
NA10861	0	CEU
NA10863	0	CEU
NA10864	0	CEU
NA10865	0	CEU
NA11829	16	CEU
NA11830	12	CEU
NA11831	13	CEU
NA11832	0	CEU
NA11839	0	CEU
NA11840	11	CEU
NA11843	17	CEU
NA11881	13	CEU
NA11882	0	CEU
NA11891	0	CEU
NA11892	17	CEU
NA11893	15	CEU
NA11894	11	CEU
NA11917	0	CEU
NA11918	14	CEU
NA11919	15	CEU
NA11920	14	CEU
NA11930	13	CEU
NA11931	14	CEU
NA11932	13	CEU
NA11933	18	CEU
NA11992	13	CEU
NA11993	0	CEU
NA11994	0	CEU
NA11995	13	CEU
NA12003	17	CEU
NA12004	13	CEU
NA12005	15	CEU
NA12006	14	CEU
NA12043	15	CEU
NA12044	14	CEU
NA12045	14	CEU
NA12046	14	CEU
NA12056	0	CEU
NA12057	0	CEU
NA12058	13	CEU
NA12144	13	CEU
NA12145	0	CEU
NA12146	0	CEU
NA12154	14	CEU
NA12155	13	CEU
NA12156	12	CEU
NA12234	17	CEU
NA12239	0	CEU
NA12248	0	CEU
NA12249	11	CEU
NA12264	0	CEU
NA12272	14	CEU
NA12273	12	CEU
NA12274	0	CEU
NA12275	13	CEU
NA12282	15	CEU
NA12283	12	CEU
NA12286	15	CEU
NA12287	15	CEU
NA12329	0	CEU
NA12335	0	CEU
NA12336	0	CEU
NA12340	15	CEU
NA12341	15	CEU
NA12342	15	CEU
NA12343	0	CEU
NA12344	0	CEU
NA12347	11	CEU
NA12348	15	CEU
NA12375	0	CEU
NA12376	0	CEU
NA12383	14	CEU
NA12386	0	CEU
NA12399	0	CEU
NA12400	0	CEU
NA12413	15	CEU
NA12414	9	CEU
NA12485	0	CEU
NA12489	13	CEU
NA12546	16	CEU
NA12707	0	CEU
NA12708	0	CEU
NA12716	12	CEU
NA12717	14	CEU
NA12718	13	CEU
NA12739	0	CEU
NA12740	0	CEU
NA12748	13	CEU
NA12749	13	CEU
NA12750	13	CEU
NA12751	12	CEU
NA12752	0	CEU
NA12753	0	CEU
NA12760	14	CEU
NA12761	14	CEU
NA12762	16	CEU
NA12763	14	CEU
NA12766	0	CEU
NA12767	0	CEU
NA12775	16	CEU
NA12776	17	CEU
NA12777	15	CEU
NA12778	14	CEU
NA12801	0	CEU
NA12802	0	CEU
NA12812	13	CEU
NA12813	14	CEU
NA12814	14	CEU
NA12815	11	CEU
NA12817	0	CEU
NA12818	0	CEU
NA12827	9	CEU
NA12828	15	CEU
NA12829	13	CEU
NA12830	13	CEU
NA12832	0	CEU
NA12842	13	CEU
NA12843	11	CEU
NA12864	0	CEU
NA12865	0	CEU
NA12872	12	CEU
NA12873	11	CEU
NA12874	13	CEU
NA12875	0	CEU
NA12877	0	CEU
NA12878	12	CEU
NA12889	14	CEU
NA12890	14	CEU
NA12891	0	CEU
NA12892	0	CEU
NA06984	15	CEU
NA18484	0	YRI
NA18485	0	YRI
NA18486	16	YRI
NA18487	0	YRI
NA18488	14	YRI
NA18489	19	YRI
NA18497	0	YRI
NA18498	0	YRI
NA18499	17	YRI
NA18500	0	YRI
NA18501	14	YRI
NA18502	18	YRI
NA18503	0	YRI
NA18504	0	YRI
NA18505	16	YRI
NA18506	0	YRI
NA18507	9	YRI
NA18508	15	YRI
NA18509	0	YRI
NA18510	14	YRI
NA18511	16	YRI
NA18515	0	YRI
NA18516	17	YRI
NA18517	15	YRI
NA18518	0	YRI
NA18519	18	YRI
NA18520	15	YRI
NA18521	0	YRI
NA18522	12	YRI
NA18523	16	YRI
NA18852	0	YRI
NA18853	0	YRI
NA18854	0	YRI
NA18855	0	YRI
NA18856	13	YRI
NA18857	0	YRI
NA18858	16	YRI
NA18859	0	YRI
NA18860	0	YRI
NA18861	19	YRI
NA18862	0	YRI
NA18863	0	YRI
NA18864	19	YRI
NA18865	17	YRI
NA18867	0	YRI
NA18868	17	YRI
NA18869	0	YRI
NA18870	0	YRI
NA18871	11	YRI
NA18872	0	YRI
NA18873	15	YRI
NA18874	18	YRI
NA18875	0	YRI
NA18876	14	YRI
NA18877	17	YRI
NA18878	16	YRI
NA18879	13	YRI
NA18881	16	YRI
NA18906	0	YRI
NA18907	15	YRI
NA18908	15	YRI
NA18909	15	YRI
NA18910	17	YRI
NA18911	0	YRI
NA18912	0	YRI
NA18913	0	YRI
NA18914	0	YRI
NA18915	15	YRI
NA18916	15	YRI
NA18917	14	YRI
NA18923	13	YRI
NA18924	16	YRI
NA18925	0	YRI
NA18930	0	YRI
NA18933	14	YRI
NA18934	16	YRI
NA18935	0	YRI
NA19092	16	YRI
NA19093	17	YRI
NA19094	0	YRI
NA19095	16	YRI
NA19096	22	YRI
NA19097	0	YRI
NA19098	17	YRI
NA19099	12	YRI
NA19100	0	YRI
NA19101	0	YRI
NA19102	18	YRI
NA19103	0	YRI
NA19104	0	YRI
NA19105	0	YRI
NA19107	15	YRI
NA19108	18	YRI
NA19109	0	YRI
NA19113	15	YRI
NA19114	18	YRI
NA19115	0	YRI
NA19116	0	YRI
NA19117	15	YRI
NA19118	13	YRI
NA19119	19	YRI
NA19120	0	YRI
NA19121	13	YRI
NA19122	0	YRI
NA19123	0	YRI
NA19127	0	YRI
NA19128	0	YRI
NA19129	16	YRI
NA19130	16	YRI
NA19131	16	YRI
NA19132	0	YRI
NA19137	13	YRI
NA19138	14	YRI
NA19139	0	YRI
NA19140	0	YRI
NA19141	13	YRI
NA19142	0	YRI
NA19143	18	YRI
NA19144	17	YRI
NA19145	0	YRI
NA19146	16	YRI
NA19147	13	YRI
NA19148	0	YRI
NA19149	14	YRI
NA19150	0	YRI
NA19151	0	YRI
NA19152	15	YRI
NA19153	17	YRI
NA19154	0	YRI
NA19159	15	YRI
NA19160	16	YRI
NA19161	0	YRI
NA19166	0	YRI
NA19171	16	YRI
NA19172	13	YRI
NA19173	0	YRI
NA19174	0	YRI
NA19175	17	YRI
NA19176	0	YRI
NA19177	0	YRI
NA19184	14	YRI
NA19185	15	YRI
NA19186	0	YRI
NA19189	0	YRI
NA19190	18	YRI
NA19191	0	YRI
NA19195	0	YRI
NA19196	0	YRI
NA19197	11	YRI
NA19198	12	YRI
NA19199	0	YRI
NA19200	16	YRI
NA19201	16	YRI
NA19202	0	YRI
NA19203	0	YRI
NA19204	18	YRI
NA19205	0	YRI
NA19206	18	YRI
NA19207	15	YRI
NA19208	0	YRI
NA19209	13	YRI
NA19210	17	YRI
NA19211	0	YRI
NA19213	0	YRI
NA19214	16	YRI
NA19215	0	YRI
NA19221	0	YRI
NA19222	15	YRI
NA19223	11	YRI
NA19224	0	YRI
NA19225	15	YRI
NA19226	0	YRI
NA19235	15	YRI
NA19236	0	YRI
NA19237	0	YRI
NA19238	14	YRI
NA19239	15	YRI
NA19240	13	YRI
NA19247	0	YRI
NA19248	0	YRI
NA19249	0	YRI
NA19252	0	YRI
NA19254	0	YRI
NA19256	14	YRI
NA19257	18	YRI
NA19258	0	YRI
NA18525	12	CHB
NA18526	15	CHB
NA18527	0	CHB
NA18528	15	CHB
NA18530	14	CHB
NA18531	10	CHB
NA18532	13	CHB
NA18533	16	CHB
NA18534	13	CHB
NA18535	15	CHB
NA18536	14	CHB
NA18537	0	CHB
NA18538	17	CHB
NA18539	16	CHB
NA18541	18	CHB
NA18542	14	CHB
NA18543	14	CHB
NA18544	13	CHB
NA18545	16	CHB
NA18546	15	CHB
NA18547	13	CHB
NA18548	16	CHB
NA18549	13	CHB
NA18550	14	CHB
NA18552	12	CHB
NA18553	17	CHB
NA18555	13	CHB
NA18557	15	CHB
NA18558	13	CHB
NA18559	14	CHB
NA18560	16	CHB
NA18561	16	CHB
NA18562	13	CHB
NA18563	16	CHB
NA18564	15	CHB
NA18565	19	CHB
NA18566	13	CHB
NA18567	15	CHB
NA18570	13	CHB
NA18571	15	CHB
NA18572	14	CHB
NA18573	16	CHB
NA18574	14	CHB
NA18576	0	CHB
NA18577	15	CHB
NA18579	15	CHB
NA18582	16	CHB
NA18591	15	CHB
NA18592	15	CHB
NA18593	16	CHB
NA18595	14	CHB
NA18596	13	CHB
NA18597	15	CHB
NA18599	12	CHB
NA18602	12	CHB
NA18603	13	CHB
NA18605	14	CHB
NA18606	14	CHB
NA18608	12	CHB
NA18609	16	CHB
NA18610	14	CHB
NA18611	10	CHB
NA18612	13	CHB
NA18613	14	CHB
NA18614	14	CHB
NA18615	15	CHB
NA18616	13	CHB
NA18617	16	CHB
NA18618	14	CHB
NA18619	15	CHB
NA18620	15	CHB
NA18621	11	CHB
NA18622	13	CHB
NA18623	0	CHB
NA18624	0	CHB
NA18625	14	CHB
NA18626	16	CHB
NA18627	13	CHB
NA18628	16	CHB
NA18629	13	CHB
NA18630	12	CHB
NA18631	13	CHB
NA18632	0	CHB
NA18633	0	CHB
NA18634	16	CHB
NA18635	15	CHB
NA18636	0	CHB
NA18637	14	CHB
NA18638	15	CHB
NA18639	15	CHB
NA18640	16	CHB
NA18641	14	CHB
NA18642	11	CHB
NA18643	15	CHB
NA18644	9	CHB
NA18645	15	CHB
NA18646	15	CHB
NA18647	17	CHB
NA18648	13	CHB
NA18740	14	CHB
NA18745	13	CHB
NA18747	12	CHB
NA18748	14	CHB
NA18749	14	CHB
NA18757	14	CHB
NA18791	0	CHB
NA18794	0	CHB
NA18795	0	CHB
NA18525	12	CHB
HG03642	15	STU
HG03643	14	STU
HG03644	14	STU
HG03645	15	STU
HG03646	15	STU
HG03672	14	STU
HG03673	15	STU
HG03679	16	STU
HG03680	18	STU
HG03681	14	STU
HG03682	0	STU
HG03683	0	STU
HG03684	16	STU
HG03685	14	STU
HG03686	14	STU
HG03687	13	STU
HG03688	0	STU
HG03689	13	STU
HG03690	14	STU
HG03691	10	STU
HG03692	11	STU
HG03693	14	STU
HG03694	12	STU
HG03695	14	STU
HG03696	14	STU
HG03697	13	STU
HG03698	14	STU
HG03711	15	STU
HG03733	13	STU
HG03736	15	STU
HG03738	9	STU
HG03740	15	STU
HG03741	14	STU
HG03743	14	STU
HG03744	14	STU
HG03745	12	STU
HG03746	15	STU
HG03750	14	STU
HG03752	15	STU
HG03753	14	STU
HG03754	15	STU
HG03755	12	STU
HG03756	16	STU
HG03757	15	STU
HG03760	15	STU
HG03835	0	STU
HG03836	14	STU
HG03837	13	STU
HG03838	13	STU
HG03840	0	STU
HG03842	0	STU
HG03844	14	STU
HG03845	0	STU
HG03846	12	STU
HG03847	0	STU
HG03848	12	STU
HG03849	13	STU
HG03850	12	STU
HG03851	15	STU
HG03854	14	STU
HG03856	15	STU
HG03857	16	STU
HG03858	14	STU
HG03884	13	STU
HG03885	13	STU
HG03886	15	STU
HG03887	15	STU
HG03888	15	STU
HG03890	10	STU
HG03894	14	STU
HG03895	13	STU
HG03896	14	STU
HG03897	14	STU
HG03898	14	STU
HG03899	12	STU
HG03900	15	STU
HG03943	15	STU
HG03944	12	STU
HG03945	14	STU
HG03947	14	STU
HG03948	15	STU
HG03949	15	STU
HG03950	16	STU
HG03951	13	STU
HG03953	13	STU
HG03955	13	STU
HG03982	0	STU
HG03985	12	STU
HG03986	16	STU
HG03988	0	STU
HG03989	14	STU
HG03990	11	STU
HG03991	13	STU
HG03992	0	STU
HG03995	12	STU
HG03998	13	STU
HG03999	14	STU
HG04003	14	STU
HG04006	16	STU
HG04029	13	STU
HG04033	18	STU
HG04035	15	STU
HG04036	0	STU
HG04037	0	STU
HG04038	11	STU
HG04039	15	STU
HG04040	0	STU
HG04042	13	STU
HG04047	14	STU
HG04067	0	STU
HG04075	16	STU
HG04099	14	STU
HG04100	15	STU
HG04106	13	STU
HG04107	13	STU
HG04114	0	STU
HG04115	0	STU
HG04122	0	STU
HG04127	0	STU
HG04197	0	STU
HG04199	0	STU
HG04204	0	STU
HG04208	0	STU
HG04210	13	STU
HG04215	0	STU
HG04227	18	STU
HG04228	0	STU
HG04229	15	STU
HG03642	15	STU
HG00403	14	CHS
HG00404	15	CHS
HG00405	0	CHS
HG00406	14	CHS
HG00407	15	CHS
HG00408	0	CHS
HG00409	13	CHS
HG00410	12	CHS
HG00411	0	CHS
HG00418	0	CHS
HG00419	12	CHS
HG00420	0	CHS
HG00421	15	CHS
HG00422	17	CHS
HG00423	0	CHS
HG00427	0	CHS
HG00428	17	CHS
HG00429	0	CHS
HG00436	14	CHS
HG00437	12	CHS
HG00438	0	CHS
HG00442	13	CHS
HG00443	14	CHS
HG00444	0	CHS
HG00445	13	CHS
HG00446	14	CHS
HG00447	0	CHS
HG00448	13	CHS
HG00449	13	CHS
HG00450	0	CHS
HG00451	15	CHS
HG00452	17	CHS
HG00453	0	CHS
HG00457	15	CHS
HG00458	15	CHS
HG00459	0	CHS
HG00463	12	CHS
HG00464	11	CHS
HG00465	0	CHS
HG00472	16	CHS
HG00473	13	CHS
HG00474	0	CHS
HG00475	15	CHS
HG00476	13	CHS
HG00477	0	CHS
HG00478	15	CHS
HG00479	17	CHS
HG00480	0	CHS
HG00500	14	CHS
HG00501	16	CHS
HG00502	0	CHS
HG00512	0	CHS
HG00513	16	CHS
HG00514	0	CHS
HG00524	15	CHS
HG00525	16	CHS
HG00526	0	CHS
HG00530	14	CHS
HG00531	12	CHS
HG00532	0	CHS
HG00533	16	CHS
HG00534	16	CHS
HG00535	0	CHS
HG00536	14	CHS
HG00537	17	CHS
HG00538	0	CHS
HG00542	13	CHS
HG00543	13	CHS
HG00544	0	CHS
HG00556	12	CHS
HG00557	14	CHS
HG00558	0	CHS
HG00559	14	CHS
HG00560	11	CHS
HG00561	0	CHS
HG00565	15	CHS
HG00566	12	CHS
HG00567	0	CHS
HG00577	0	CHS
HG00578	0	CHS
HG00579	0	CHS
HG00580	13	CHS
HG00581	14	CHS
HG00582	0	CHS
HG00583	16	CHS
HG00584	13	CHS
HG00585	0	CHS
HG00589	12	CHS
HG00590	16	CHS
HG00591	0	CHS
HG00592	14	CHS
HG00593	14	CHS
HG00594	0	CHS
HG00595	14	CHS
HG00596	15	CHS
HG00597	0	CHS
HG00598	15	CHS
HG00599	15	CHS
HG00600	0	CHS
HG00607	16	CHS
HG00608	11	CHS
HG00609	0	CHS
HG00610	15	CHS
HG00611	13	CHS
HG00612	0	CHS
HG00613	13	CHS
HG00614	15	CHS
HG00615	0	CHS
HG00619	15	CHS
HG00620	11	CHS
HG00621	0	CHS
HG00622	13	CHS
HG00623	15	CHS
HG00624	0	CHS
HG00625	12	CHS
HG00626	11	CHS
HG00627	0	CHS
HG00628	12	CHS
HG00629	16	CHS
HG00630	0	CHS
HG00631	16	CHS
HG00632	14	CHS
HG00633	0	CHS
HG00634	15	CHS
HG00635	12	CHS
HG00636	0	CHS
HG00650	15	CHS
HG00651	17	CHS
HG00652	0	CHS
HG00653	15	CHS
HG00654	16	CHS
HG00655	0	CHS
HG00656	14	CHS
HG00657	13	CHS
HG00658	0	CHS
HG00662	10	CHS
HG00663	13	CHS
HG00664	0	CHS
HG00671	14	CHS
HG00672	15	CHS
HG00673	0	CHS
HG00674	12	CHS
HG00675	16	CHS
HG00676	0	CHS
HG00683	16	CHS
HG00684	17	CHS
HG00685	0	CHS
HG00689	14	CHS
HG00690	17	CHS
HG00691	0	CHS
HG00692	14	CHS
HG00693	12	CHS
HG00694	0	CHS
HG00698	12	CHS
HG00699	12	CHS
HG00700	0	CHS
HG00701	14	CHS
HG00702	11	CHS
HG00703	0	CHS
HG00704	17	CHS
HG00705	16	CHS
HG00706	0	CHS
HG00707	13	CHS
HG00708	15	CHS
HG00709	0	CHS
HG00716	0	CHS
HG00717	15	CHS
HG00718	0	CHS
HG00728	18	CHS
HG00729	16	CHS
HG00730	0	CHS
HG00403	14	CHS
HG00403	14	CHS
HG02922	17	ESN
HG02923	17	ESN
HG02924	0	ESN
HG02938	15	ESN
HG02939	0	ESN
HG02941	17	ESN
HG02942	0	ESN
HG02943	17	ESN
HG02944	15	ESN
HG02945	0	ESN
HG02946	13	ESN
HG02947	17	ESN
HG02948	0	ESN
HG02952	17	ESN
HG02953	14	ESN
HG02954	0	ESN
HG02964	0	ESN
HG02965	0	ESN
HG02966	0	ESN
HG02968	15	ESN
HG02969	0	ESN
HG02970	16	ESN
HG02971	16	ESN
HG02972	0	ESN
HG02973	15	ESN
HG02974	17	ESN
HG02975	0	ESN
HG02976	14	ESN
HG02977	15	ESN
HG02978	0	ESN
HG02979	14	ESN
HG02980	0	ESN
HG02981	15	ESN
HG03099	17	ESN
HG03100	19	ESN
HG03101	0	ESN
HG03103	16	ESN
HG03104	0	ESN
HG03105	16	ESN
HG03107	0	ESN
HG03108	17	ESN
HG03109	15	ESN
HG03110	0	ESN
HG03111	15	ESN
HG03112	14	ESN
HG03113	0	ESN
HG03114	16	ESN
HG03115	15	ESN
HG03116	0	ESN
HG03117	16	ESN
HG03118	13	ESN
HG03119	0	ESN
HG03120	17	ESN
HG03121	15	ESN
HG03122	0	ESN
HG03123	18	ESN
HG03124	15	ESN
HG03125	0	ESN
HG03126	14	ESN
HG03127	18	ESN
HG03128	0	ESN
HG03129	14	ESN
HG03130	12	ESN
HG03131	0	ESN
HG03132	17	ESN
HG03133	18	ESN
HG03134	0	ESN
HG03135	17	ESN
HG03136	18	ESN
HG03137	0	ESN
HG03139	13	ESN
HG03140	0	ESN
HG03157	15	ESN
HG03158	0	ESN
HG03159	18	ESN
HG03160	17	ESN
HG03161	0	ESN
HG03162	17	ESN
HG03163	15	ESN
HG03164	0	ESN
HG03166	14	ESN
HG03167	0	ESN
HG03168	15	ESN
HG03169	15	ESN
HG03170	0	ESN
HG03171	0	ESN
HG03172	17	ESN
HG03173	0	ESN
HG03175	15	ESN
HG03176	0	ESN
HG03189	15	ESN
HG03190	18	ESN
HG03191	0	ESN
HG03193	18	ESN
HG03194	0	ESN
HG03195	12	ESN
HG03196	14	ESN
HG03197	0	ESN
HG03198	15	ESN
HG03199	17	ESN
HG03200	0	ESN
HG03202	15	ESN
HG03203	0	ESN
HG03265	16	ESN
HG03266	0	ESN
HG03267	16	ESN
HG03268	15	ESN
HG03269	0	ESN
HG03270	15	ESN
HG03271	14	ESN
HG03272	0	ESN
HG03279	15	ESN
HG03280	18	ESN
HG03291	16	ESN
HG03293	0	ESN
HG03294	14	ESN
HG03295	18	ESN
HG03296	0	ESN
HG03297	17	ESN
HG03298	18	ESN
HG03299	0	ESN
HG03300	16	ESN
HG03301	18	ESN
HG03302	0	ESN
HG03303	19	ESN
HG03304	0	ESN
HG03305	0	ESN
HG03306	0	ESN
HG03307	0	ESN
HG03308	0	ESN
HG03309	0	ESN
HG03310	0	ESN
HG03311	11	ESN
HG03312	0	ESN
HG03313	16	ESN
HG03314	0	ESN
HG03339	0	ESN
HG03341	0	ESN
HG03342	15	ESN
HG03343	20	ESN
HG03344	0	ESN
HG03350	0	ESN
HG03351	13	ESN
HG03352	15	ESN
HG03354	0	ESN
HG03361	0	ESN
HG03362	0	ESN
HG03363	15	ESN
HG03365	0	ESN
HG03366	17	ESN
HG03367	13	ESN
HG03368	0	ESN
HG03369	16	ESN
HG03370	13	ESN
HG03371	0	ESN
HG03372	15	ESN
HG03373	0	ESN
HG03374	0	ESN
HG03493	0	ESN
HG03499	16	ESN
HG03508	0	ESN
HG03510	0	ESN
HG03511	17	ESN
HG03513	0	ESN
HG03514	17	ESN
HG03515	14	ESN
HG03516	0	ESN
HG03517	16	ESN
HG03518	17	ESN
HG03519	0	ESN
HG03520	16	ESN
HG03521	16	ESN
HG03522	0	ESN
HG02922	17	ESN
HG01879	18	ACB
HG01880	15	ACB
HG01881	0	ACB
HG01882	15	ACB
HG01883	17	ACB
HG01884	0	ACB
HG01885	17	ACB
HG01886	16	ACB
HG01887	0	ACB
HG01888	0	ACB
HG01889	16	ACB
HG01890	16	ACB
HG01891	0	ACB
HG01894	18	ACB
HG01895	0	ACB
HG01896	14	ACB
HG01897	0	ACB
HG01912	15	ACB
HG01914	17	ACB
HG01915	15	ACB
HG01916	0	ACB
HG01956	17	ACB
HG01958	16	ACB
HG01959	0	ACB
HG01960	0	ACB
HG01985	14	ACB
HG01986	18	ACB
HG01987	0	ACB
HG01988	15	ACB
HG01989	14	ACB
HG01990	18	ACB
HG02009	16	ACB
HG02010	19	ACB
HG02011	0	ACB
HG02012	12	ACB
HG02013	16	ACB
HG02014	16	ACB
HG02051	14	ACB
HG02052	16	ACB
HG02053	16	ACB
HG02054	13	ACB
HG02055	0	ACB
HG02095	14	ACB
HG02107	18	ACB
HG02108	18	ACB
HG02111	18	ACB
HG02143	13	ACB
HG02144	14	ACB
HG02145	0	ACB
HG02255	15	ACB
HG02256	15	ACB
HG02257	0	ACB
HG02258	0	ACB
HG02280	0	ACB
HG02281	15	ACB
HG02282	16	ACB
HG02283	16	ACB
HG02284	14	ACB
HG02307	14	ACB
HG02308	12	ACB
HG02309	16	ACB
HG02314	13	ACB
HG02315	15	ACB
HG02316	0	ACB
HG02317	16	ACB
HG02318	15	ACB
HG02321	0	ACB
HG02322	12	ACB
HG02323	17	ACB
HG02325	14	ACB
HG02330	16	ACB
HG02332	15	ACB
HG02334	17	ACB
HG02337	15	ACB
HG02339	15	ACB
HG02343	17	ACB
HG02419	20	ACB
HG02420	19	ACB
HG02427	15	ACB
HG02428	0	ACB
HG02429	18	ACB
HG02433	13	ACB
HG02436	0	ACB
HG02439	15	ACB
HG02442	16	ACB
HG02445	16	ACB
HG02449	15	ACB
HG02450	17	ACB
HG02451	0	ACB
HG02455	16	ACB
HG02470	13	ACB
HG02471	13	ACB
HG02476	18	ACB
HG02477	15	ACB
HG02478	0	ACB
HG02479	17	ACB
HG02480	0	ACB
HG02481	17	ACB
HG02484	17	ACB
HG02485	15	ACB
HG02486	0	ACB
HG02489	16	ACB
HG02496	14	ACB
HG02497	17	ACB
HG02501	11	ACB
HG02502	15	ACB
HG02505	13	ACB
HG02508	16	ACB
HG02511	15	ACB
HG02536	16	ACB
HG02537	16	ACB
HG02541	16	ACB
HG02545	16	ACB
HG02546	17	ACB
HG02547	0	ACB
HG02549	18	ACB
HG02554	17	ACB
HG02555	16	ACB
HG02557	17	ACB
HG02558	13	ACB
HG02559	0	ACB
HG02577	14	ACB
HG02580	13	ACB
HG01879	18	ACB
NA20845	12	GIH
NA20846	14	GIH
NA20847	15	GIH
NA20849	13	GIH
NA20850	13	GIH
NA20851	15	GIH
NA20852	17	GIH
NA20853	16	GIH
NA20854	14	GIH
NA20856	13	GIH
NA20858	14	GIH
NA20859	14	GIH
NA20861	13	GIH
NA20862	14	GIH
NA20863	13	GIH
NA20864	12	GIH
NA20866	12	GIH
NA20867	16	GIH
NA20868	14	GIH
NA20869	15	GIH
NA20870	12	GIH
NA20871	13	GIH
NA20872	12	GIH
NA20873	0	GIH
NA20874	14	GIH
NA20875	16	GIH
NA20876	17	GIH
NA20877	12	GIH
NA20878	13	GIH
NA20879	0	GIH
NA20881	16	GIH
NA20882	12	GIH
NA20883	0	GIH
NA20884	16	GIH
NA20885	16	GIH
NA20886	13	GIH
NA20887	13	GIH
NA20888	15	GIH
NA20889	15	GIH
NA20890	16	GIH
NA20891	12	GIH
NA20892	13	GIH
NA20893	9	GIH
NA20894	15	GIH
NA20895	15	GIH
NA20896	13	GIH
NA20897	14	GIH
NA20898	15	GIH
NA20899	14	GIH
NA20900	12	GIH
NA20901	14	GIH
NA20902	13	GIH
NA20903	15	GIH
NA20904	16	GIH
NA20905	14	GIH
NA20906	14	GIH
NA20907	0	GIH
NA20908	13	GIH
NA20909	0	GIH
NA20910	16	GIH
NA20911	14	GIH
NA21086	12	GIH
NA21087	15	GIH
NA21088	17	GIH
NA21089	12	GIH
NA21090	16	GIH
NA21091	15	GIH
NA21092	12	GIH
NA21093	14	GIH
NA21094	14	GIH
NA21095	14	GIH
NA21097	13	GIH
NA21098	15	GIH
NA21099	15	GIH
NA21100	13	GIH
NA21101	14	GIH
NA21102	14	GIH
NA21103	15	GIH
NA21104	11	GIH
NA21105	13	GIH
NA21106	16	GIH
NA21107	14	GIH
NA21108	14	GIH
NA21109	14	GIH
NA21110	13	GIH
NA21111	14	GIH
NA21112	12	GIH
NA21113	12	GIH
NA21114	14	GIH
NA21115	15	GIH
NA21116	16	GIH
NA21117	14	GIH
NA21118	12	GIH
NA21119	14	GIH
NA21120	12	GIH
NA21121	0	GIH
NA21122	12	GIH
NA21123	15	GIH
NA21124	15	GIH
